02T840150131   ;CZ192  ;003100;PACOTE 02 FACH GAVETAS 303X513X15   TAB. WENGE              ;PT;UN;34                  ;0,01;0,01;0,01;4,5;51775
02T840150171   ;CZ192  ;007100;PACOTE 02 FACH GAVETAS 303X513X15   TEKA ART.               ;PT;UN;34                  ;0,01;0,01;0,01;4,5;51776
02T84015015    ;CZ192  ;000700;PACOTE 02 FACH GAVETAS 303X513X15 BRANCO                    ;PT;UN;34                  ;0,01;0,01;0,01;4,5;51777
2PT6051500071  ;S1177  ;007100;COZINHA INOVA -PORTA 605X512X15E TEKA ART.                  ;PI;UN;34                  ;605;512;15;3,1;51654
07PUA11        ;07PUA11;999999;PACOTE DE 1 PUXADOR  A1                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51884
2FG3961500031  ;S1179  ;003100;COZINHA INOVA - FACHADA GAVETA 160X396X15E  TW              ;PI;UN;34                  ;160;396;15;0,6;51491
2FG3961500042  ;S1179  ;004200;COZINHA INOVA - FACHADA GAVETA 160X396X15E  CVIZ            ;PI;UN;34                  ;160;396;15;0,6;51492
2FG4461500031  ;S1180  ;003100;COZINHA INOVA - FACHADA GAVETA 160X446X15E  TW              ;PI;UN;34                  ;160;446;15;0,8;51493
2FG4461500042  ;S1180  ;004200;COZINHA INOVA - FACHADA GAVETA 160X446X15E CVIZ             ;PI;UN;34                  ;160;446;15;0,8;51494
07PUA21        ;07PUA21;999999;PACOTE DE 1 PUXADOR  A2                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51885
07PUB11        ;07PUB11;999999;PACOTE DE 1 PUXADOR  B1                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51886
07PUB21        ;07PUB21;999999;PACOTE DE 1 PUXADOR  B2                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51887
07PUC11        ;07PUC11;999999;PACOTE DE 1 PUXADOR  C1                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51888
07PUC21        ;07PUC21;999999;PACOTE DE 1 PUXADOR  C2                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51889
07PUD11        ;07PUD11;999999;PACOTE DE 1 PUXADOR  D1                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51890
07PUD21        ;07PUD21;999999;PACOTE DE 1 PUXADOR  D2                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51891
07PUE11        ;07PUE11;999999;PACOTE DE 1 PUXADOR  E1                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51892
07PUE21        ;07PUE21;999999;PACOTE DE 1 PUXADOR  E2                                     ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51893
07PUA12        ;07PUA12;999999;PACOTE DE 2 PUXADORES A1                                    ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51894
3BAOHPEM00002  ;Q823   ;000300;LONG. LONGITUDINAL DIR 1999X114,5X25  TABACO/TABACO         ;PI;UN;00                  ;1999;114,5;25;0;11777
2PT4461500042  ;S1073  ;004200;COZINHA INOVA PORTA 440X595X15 CVIZ                         ;PI;UN;34                  ;440;595;15;4;51650
2PT4461501042  ;S1072  ;004200;COZINHA INOVA PORTA 440X695X15 CVIZ                         ;PI;UN;34                  ;440;695;15;5;51651
02P44015014    ;CZ175  ;000500;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX IMBUIA             ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51565
02P440150140   ;CZ175  ;004000;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX CVMZ               ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51566
02P44015015    ;CZ175  ;000700;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX  BR                ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51567
02P44015019    ;CZ175  ;009100;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX  PR BRILHANTE      ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51568
02P440150142   ;CZ175  ;004200;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX CVIZ               ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51569
02P440150131   ;CZ175  ;003100;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX TAB. WENGE         ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51570
02P440150171   ;CZ175  ;007100;PACOTE 01 PORTA ARM SIMPL 450X400X15 PUX TEKA ART.          ;PT;UN;34                  ;0,01;0,01;0,01;2,2;51571
2PT4401501042  ;S1075  ;004200;COZINHA INOVA PORTA 440X346X15 CVIZ                         ;PI;UN;34                  ;440;346;15;4;51649
2MD9001800040  ;R1002  ;004000;MOLDURA MESA UP 900X45X18E CVMZ                             ;PI;UN;01                  ;900;45;18;0,6;51522
2MD9001800041  ;R1002  ;004100;MOLDURA MESA UP 900X45X18E CVDK                             ;PI;UN;01                  ;900;45;18;0,6;51523
2MD9001800042  ;R1002  ;004200;MOLDURA MESA UP 900X45X18E CVIZ                             ;PI;UN;01                  ;900;45;18;0,6;51524
2MD9001800071  ;R1002  ;007100;MOLDURA MESA UP 900X45X18E TKAR                             ;PI;UN;01                  ;900;45;18;0,6;51525
02P44615019    ;CZ177  ;009100;PACOTE 01 PORTA ARM BASC 450X700X15 PUX  PR BRILHANTE       ;PT;UN;34                  ;0,01;0,01;0,01;24,5;51579
2PT1371500042  ;S1192  ;004200;COZINHA INOVA - PORTA REV 1370X346X15E CVIZ                 ;PI;UN;34                  ;1370;346;15;4,8;51655
2PT1371500031  ;S1192  ;003100;COZINHA INOVA - PORTA REV 1370X346X15E TAB. WENGE           ;PI;UN;34                  ;1370;346;15;4,8;51656
02T84015019    ;CZ192  ;009100;PACOTE 02 FACH GAVETAS 303X513X15 PRETO BRILHANTE           ;PT;UN;34                  ;0,01;0,01;0,01;4,5;51773
02T840150142   ;CZ192  ;004200;PACOTE 02 FACH GAVETAS 303X513X15   CVIZ                    ;PT;UN;34                  ;0,01;0,01;0,01;4,5;51774
3BAZHPKJ00002  ;Q824   ;000300;LONG. TRANSV. DIR 2177X114,5X25  TABACO/TABACO              ;PI;UN;00                  ;2177;114,5;25;0;11779
01PO023CD      ;01PO023;004100;PACOTE PORTA MAIOR 2600 DOBRAD COMUM PLANEJADO 800  CV DAKAR;PT;UN;42                  ;0,01;0,01;0,01;12,6;52017
01PO026TA      ;01PO026;007100;PACOTE 1 PORTA DE CORRER CENTRAL 2410 PLANEJADO 800         ;PT;UN;42                  ;0,01;0,01;0,01;21,2;52018
01PO026CD      ;01PO026;004100;PACOTE 1 PORTA DE CORRER CENTRAL 2410 PLANEJADO 800 CV DAKAR;PT;UN;42                  ;0,01;0,01;0,01;21,2;52019
01PO027TA      ;01PO027;007100;PACOTE 1 PORTA DE CORRER CENTRAL 2600 PLANEJADO 800 TKAR    ;PT;UN;42                  ;0,01;0,01;0,01;23;52020
01PO027CD      ;01PO027;004100;PACOTE 1 PORTA DE CORRER CENTRAL 2600 PLANEJADO 800 CVDK    ;PT;UN;42                  ;0,01;0,01;0,01;23;52021
01PO030TA      ;01PO030;007100;PACOTE 2 PORTAS DE CORRER 2410 PLANEJADO 800                ;PT;UN;42                  ;0,01;0,01;0,01;38,6;52022
01PO030CD      ;01PO030;004100;PACOTE 2 PORTAS DE CORRER 2410 PLANEJADO 800 CV DAKAR       ;PT;UN;42                  ;0,01;0,01;0,01;38,6;52023
01PO031TA      ;01PO031;007100;PACOTE 2 PORTAS DE CORRER 2600 PLANEJADO 800                ;PT;UN;42                  ;0,01;0,01;0,01;41,7;52024
2TM9001800031  ;I1000  ;003100;TAMPO MESA UP 900X600X18E TW                                ;PI;UN;01                  ;900;600;18;7,5;51510
2TM9001800040  ;I1000  ;004000;TAMPO MESA UP 900X600X18E CVMZ                              ;PI;UN;01                  ;900;600;18;7,5;51511
2TM9001800042  ;I1000  ;004200;TAMPO MESA UP 900X600X18E CVIZ                              ;PI;UN;01                  ;900;600;18;7,5;51512
KPIN150005     ;KPIN   ;000700;PACOTE KIT PAINEL INTEIRO 2750X1840X15E BRANCO              ;PT;UN;50                  ;2750;1840;15;52;52030
3PP2751500005  ;       ;000700;PAINEL(INTEIRO) 2750X1840X15E BRANCO                        ;PI;UN;01                  ;2750;1840;15;50,6;52032
07PUA13        ;07PUA13;999999;PACOTE DE 3 PUXADORES  A1                                   ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51895
07PUA14        ;07PUA14;999999;PACOTE DE 4  PUXADORES  A1                                  ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51896
07PUA22        ;07PUA22;999999;PACOTE DE 2 PUXADORES  A2                                   ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51897
07PUA23        ;07PUA23;999999;PACOTE DE 3  PUXADORES  A2                                  ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51898
07PUA24        ;07PUA24;999999;PACOTE DE 4  PUXADORES  A2                                  ;PT;UN;34                  ;0,01;0,01;0,01;0,2;51899
CFQSPA200A11   ;L1231  ;007100;FERRAGENS MESA UP SPACE TKAR                                ;PF;UN;27                  ;0,01;0,01;0,01;0,0001;51968
SABC010007     ;       ;N     ;CABECEIRA STILE 900X1200X25MM BRANCO/BRANCO                 ;PT;UN;07                  ;0;0;0;0;11827
01PO031CD      ;01PO031;004100;PACOTE 2 PORTAS DE CORRER 2600 PLANEJADO 800  CV DAKAR      ;PT;UN;42                  ;0,01;0,01;0,01;41,7;52025
01PO032TA      ;01PO032;007100;PACOTE 1 PORTA DE CORRER  2410 PLANEJADO 800                ;PT;UN;42                  ;0,01;0,01;0,01;21,3;52026
01PO032CD      ;01PO032;004100;PACOTE 1 PORTA DE CORRER  2410 PLANEJADO 800  CV  DAKAR     ;PT;UN;42                  ;0,01;0,01;0,01;21,3;52027
01PO033TA      ;01PO033;007100;PACOTE 1 PORTA DE CORRER  2600 PLANEJADO 800                ;PT;UN;42                  ;0,01;0,01;0,01;23,1;52028
01PO033CD      ;01PO033;004100;PACOTE 1 PORTA DE CORRER  2600 PLANEJADO 800  CV  DAKAR     ;PT;UN;42                  ;0,01;0,01;0,01;23,1;52029
3BBGHPKK03002  ;CJ011  ;N     ;CONJ.LONGARINA ESQ CAMA 160 CM CB TABACO CE TABACO          ;PI;UN;00                  ;0;0;0;0;11782
3BBRHPKD03002  ;       ;N     ;CONJ.LONGARINA  MENOR CAMA 160CM CB TABACO CE TABACO        ;PI;UN;00                  ;0;0;0;0;11783
1PO001TA       ;1PO001 ;007100;PORTA MAIOR 2300X440X15  TEKA ART.                          ;PI;UN;42                  ;2300;440;15;10;52006
1PO001CD       ;1PO001 ;004100;PORTA MAIOR 2300X440X15   CV  DAKAR                         ;PI;UN;42                  ;2300;440;15;10;52007
3BBGHPKJ03002  ;CJ010  ;N     ;CONJ.LONGARINA DIR CAMA 160 CM CB TABACO CE TABACO          ;PI;UN;00                  ;0;0;0;0;11781
01PO020TA      ;01PO020;007100;PACOTE 1 PORTA DE CORRER LAT REVERS 2600 PLANEJADO          ;PT;UN;42                  ;0,01;0,01;0,01;25,4;52010
01PO020CD      ;01PO020;004100;PACOTE 1 PORTA DE CORRER LAT REVERS 2600 PLANEJADO  CV DAKAR;PT;UN;42                  ;0,01;0,01;0,01;25,4;52011
01PO021TA      ;01PO021;007100;PACOTE 1 PORTA DE CORRER LAT REVERS 2410 PLANEJADO          ;PT;UN;42                  ;0,01;0,01;0,01;23,6;52012
01PO021CD      ;01PO021;004100;PACOTE 1 PORTA DE CORRER LAT REVERS 2410 PLANEJADO  CV DAKAR;PT;UN;42                  ;0,01;0,01;0,01;23,6;52013
01PO022TA      ;01PO022;007100;PACOTE PORTA MAIOR 2410 DOBRAD COMUM PLANEJADO 800          ;PT;UN;42                  ;0,01;0,01;0,01;11,6;52014
01PO022CD      ;01PO022;004100;PACOTE PORTA MAIOR 2410 DOBRAD COMUM PLANEJADO 800 CV DAKAR.;PT;UN;42                  ;0,01;0,01;0,01;11,6;52015
01PO023TA      ;01PO023;007100;PACOTE PORTA MAIOR 2600 DOBRAD COMUM PLANEJADO 800          ;PT;UN;42                  ;0,01;0,01;0,01;12,6;52016
SBBC04         ;       ;N     ;CABECEIRA STILE ALMOFADADA 1400X1200X25MM                   ;PT;UN;07                  ;0;0;0;0;17989
